Computed reward for each iterations     &    depth of the search
14485     0.8425     2
14486     0.9794     3
14487     0.9700     3
14488     0.8937     3
14489     0.9794     3
14490     0.9700     3
14491     0.9794     3
14492     0.9700     3
14493     0.9760     4
14494     0.9264     3
14495     0.9700     3
14496     0.9383     4
14497     0.9700     3
14498     0.9439     3
14499     0.9952     4
14500     0.8425     2
14501     0.9700     3
14502     0.9833     4
14503     0.8846     3
14504     0.9439     3
14505     0.9839     4
14506     0.9810     4
14507     0.9873     3
14508     1.0000     5
14509     1.0000     5
14510     0.9600     4
14511     0.9684     3
14512     0.9929     4
14513     0.9984     5
14514     0.9688     5
14515     0.9644     3
14516     0.9873     3
14517     0.9120     4
14518     0.9739     3
14519     0.8380     3
14520     0.9887     5
14521     0.9846     3
14522     0.9721     5
14523     1.0000     5
14524     0.9132     2
14525     0.9873     3
14526     0.9673     4
14527     0.9861     4
14528     0.9873     3
14529     0.9557     4
14530     0.9917     5
14531     0.9696     3
14532     0.9861     4
14533     0.9936     5
14534     0.9968     5
14535     1.0000     5
14536     0.9873     3
14537     0.9293     3
14538     0.9861     4
14539     0.9967     4
14540     0.9873     3
14541     0.9678     5
14542     0.9169     2
14543     0.9861     4
14544     1.0000     4
14545     1.0000     5
14546     0.9873     3
14547     0.9861     4
14548     0.9856     5
14549     0.9968     4
14550     0.9861     4
14551     0.9873     3
14552     0.9756     4
14553     0.9846     3
14554     0.8070     2
14555     0.9920     5
14556     0.9984     5
14557     0.9967     4
14558     0.9791     5
14559     0.9861     4
14560     0.9409     3
14561     0.9745     3
14562     0.9873     3
14563     0.9632     4
14564     0.9903     4
14565     1.0000     4
14566     0.9647     4
14567     0.9873     3
14568     0.9984     4
14569     0.9984     5
14570     0.9696     3
14571     0.9819     3
14572     0.8231     1
14573     0.9873     3
14574     1.0000     4
14575     0.9744     4
14576     0.9644     3
14577     0.9861     4
14578     0.9952     4
14579     0.9984     4
14580     0.8380     3
14581     0.9873     3
14582     0.9643     4
14583     0.9824     4
14584     0.9824     4
14585     0.9745     3
14586     0.9581     4
14587     0.9819     3
14588     0.9706     4
14589     0.9599     4
14590     0.9984     5
14591     0.9839     4
14592     0.9633     4
14593     0.9861     4
14594     0.9436     3
14595     0.9647     4
14596     1.0000     4
14597     0.9949     4
14598     0.9132     2
14599     0.9819     3
14600     0.9259     4
14601     0.9878     5
14602     0.9617     4
14603     0.9904     4
14604     0.9745     3
14605     0.9819     3
14606     0.9854     4
14607     0.9169     2
14608     0.8380     3
14609     0.9861     4
14610     0.9775     4
14611     0.9163     3
14612     0.9712     4
14613     0.9951     4
14614     0.9819     3
14615     0.9920     4
14616     0.9756     4
14617     0.9739     3
14618     0.9583     5
14619     0.9886     4
14620     0.9839     4
14621     1.0000     5
14622     0.9792     4
14623     1.0000     4
14624     0.8431     2
14625     0.9861     4
14626     1.0000     4
14627     0.9745     3
14628     0.9037     4
14629     0.9819     3
14630     0.9647     4
14631     0.9920     5
14632     1.0000     4
14633     0.9631     3
14634     0.9919     4
14635     0.9846     3
14636     0.9819     3
14637     0.8070     2
14638     0.9712     6
14639     0.9861     4
14640     0.9664     5
14641     0.9920     4
14642     0.9599     4
14643     0.9650     4
14644     0.9694     4
14645     0.8231     1
14646     0.9475     5
14647     0.9951     4
14648     0.9819     3
14649     0.9745     3
14650     1.0000     4
14651     0.9132     2
14652     0.9856     4
14653     0.9984     4
14654     0.9861     4
14655     0.9535     4
14656     0.9169     2
14657     0.9673     4
14658     0.9819     3
14659     0.9982     6
14660     0.9760     6
14661     0.9968     4
14662     0.9935     4
14663     0.9774     5
14664     1.0000     5
14665     1.0000     4
14666     0.9684     3
14667     0.9918     5
14668     0.9550     3
14669     0.9888     4
14670     0.9886     5
14671     0.9936     4
14672     1.0000     4
14673     0.8776     3
14674     0.9819     3
14675     0.9615     5
14676     0.9750     4
14677     0.9683     4
14678     0.9861     4
14679     0.9644     3
14680     0.9533     4
14681     0.9819     4
14682     0.9775     5
14683     0.9810     4
14684     0.9819     3
14685     0.9952     5
14686     0.9920     4
14687     0.9791     5
14688     0.9846     3
14689     0.9756     5
14690     0.9861     4
14691     0.9983     4
14692     0.9324     4
14693     0.9822     4
14694     0.9647     4
14695     0.9984     4
14696     0.9952     5
14697     0.9452     5
14698     1.0000     4
14699     0.9819     3
14700     0.9739     3
14701     0.9745     3
14702     0.9156     3
14703     0.9800     5
14704     0.9710     4
14705     0.9293     3
14706     0.9888     4
14707     1.0000     4
14708     0.9819     3
14709     0.9745     3
14710     0.9704     5
14711     0.9873     3
14712     0.9861     4
14713     0.9524     4
14714     0.9614     4
14715     0.9694     4
14716     0.9696     5
14717     0.9823     5
14718     0.9819     3
14719     0.9606     5
14720     0.9873     3
14721     0.9169     2
14722     0.9132     2
14723     0.9306     5
14724     0.9792     4
14725     0.9861     4
14726     0.8070     2
14727     0.8231     1
14728     0.9952     4
14729     0.9873     3
14730     0.9920     5
14731     0.9819     3
14732     0.9400     4
14733     0.9692     5
14734     1.0000     5
14735     1.0000     4
14736     0.9861     4
14737     0.9745     3
14738     0.9728     5
14739     0.9915     5
14740     1.0000     5
14741     0.9869     4
14742     0.9819     3
14743     0.9968     4
14744     0.9904     4
14745     0.9873     3
14746     0.9904     4
14747     0.9823     4
14748     0.9367     5
14749     0.9696     4
14750     0.9644     3
14751     0.9952     4
14752     0.8654     3
14753     1.0000     5
14754     0.9873     3
14755     0.9952     4
14756     0.9861     4
14757     0.9739     3
14758     0.9760     4
14759     0.9846     3
14760     0.9819     3
14761     0.9400     3
14762     0.9934     4
14763     0.9852     4
14764     0.9920     5
14765     0.9903     5
14766     0.9873     3
14767     0.9684     3
14768     0.9931     5
14769     0.9458     5
14770     0.9483     4
14771     0.9819     3
14772     0.9529     4
14773     0.9683     5
14774     0.9861     4
14775     0.9813     4
14776     0.9745     3
14777     0.9900     5
14778     0.9630     5
14779     0.9833     6
14780     0.9132     2
14781     0.9830     5
14782     0.9873     3
14783     0.9920     4
14784     0.9819     3
14785     0.9840     4
14786     0.9581     5
14787     0.9873     3
14788     1.0000     5
14789     0.9850     4
14790     0.9903     4
14791     0.9503     5
14792     0.9169     2
14793     0.9835     4
14794     0.9830     5
14795     0.9873     3
14796     0.9616     5
14797     0.9819     3
14798     0.9835     4
14799     0.9950     4
14800     0.9984     4
14801     0.9519     5
14802     0.9835     4
14803     0.9936     7
14804     1.0000     5
14805     0.8958     3
14806     0.9819     3
14807     0.9733     5
14808     0.9873     3
14809     0.9745     3
14810     0.9903     4
14811     0.9878     4
14812     0.9952     6
14813     0.9873     3
14814     0.9678     5
14815     0.8231     1
14816     0.9740     5
14817     0.9835     4
14818     0.9819     3
14819     0.9878     4
14820     0.9745     3
14821     0.9878     4
14822     0.8070     2
14823     0.9408     5
14824     0.9873     3
14825     0.9744     5
14826     0.9833     6
14827     0.9835     4
14828     0.9878     4
14829     0.9644     3
14830     0.9819     3
14831     0.9873     3
14832     0.8800     5
14833     0.9745     3
14834     0.9878     4
14835     0.9835     4
14836     0.9830     5
14837     0.9846     3
14838     0.9464     5
14839     0.9375     3
14840     0.9878     4
14841     0.9819     3
14842     1.0000     6
14843     0.9873     3
14844     0.9920     6
14845     0.9878     4
14846     0.9835     4
14847     0.9132     2
14848     1.0000     7
14849     0.9878     4
14850     0.9819     3
14851     0.9887     5
14852     0.9873     3
14853     0.9835     4
14854     0.9936     5
14855     0.9878     4
14856     0.9169     2
14857     0.9776     5
14858     0.9878     4
14859     0.9830     5
14860     0.9293     3
14861     0.9873     3
14862     0.9819     3
14863     0.9839     5
14864     0.9835     4
14865     0.9835     4
14866     0.9878     4
14867     0.9712     5
14868     0.9878     4
14869     0.9807     5
14870     0.9833     6
14871     0.9873     3
14872     0.9835     4
14873     0.9819     3
14874     0.9846     3
14875     0.9615     5
14876     0.9878     4
14877     0.8431     2
14878     0.9745     3
14879     0.9878     4
14880     0.9787     3
14881     0.9873     3
14882     0.9834     6
14883     0.9835     4
14884     0.9456     5
14885     0.9830     5
14886     0.9721     5
14887     0.9819     3
14888     0.9873     3
14889     0.9984     7
14890     0.9917     5
14891     0.9835     4
14892     0.8624     3
14893     0.9807     5
14894     0.9836     6
14895     0.9839     5
14896     0.9031     3
14897     0.9824     5
14898     0.9855     5
14899     0.9873     3
14900     0.9819     3
14901     0.8969     5
14902     0.9835     4
14903     0.8231     1
14904     0.9830     5
14905     0.9275     5
14906     0.9968     5
14907     0.9819     3
14908     0.9920     5
14909     0.9833     6
14910     0.9745     3
14911     0.9968     5
14912     0.9873     3
14913     0.9488     3
14914     0.9442     3
14915     0.8150     3
14916     0.9869     4
14917     0.9644     3
14918     0.9416     5
14919     0.9952     5
14920     1.0000     5
14921     0.9169     2
14922     0.9810     4
14923     0.9873     3
14924     0.9855     5
14925     1.0000     5
14926     0.9901     5
14927     0.9983     5
14928     0.9132     2
14929     0.9627     2
14930     0.9317     4
14931     0.9464     5
14932     0.9904     5
14933     0.9873     3
14934     0.9850     5
14935     0.9822     5
14936     0.9739     3
14937     0.9968     5
14938     0.9873     3
14939     0.9688     5
14940     0.9952     5
14941     0.9696     5
14942     0.9731     4
14943     0.9933     5
14944     1.0000     5
14945     0.9846     3
14946     0.9936     4
14947     0.9562     5
14948     0.9936     5
14949     0.9630     5
14950     0.9984     6
14951     0.9644     3
14952     0.9873     3
14953     0.9903     6
14954     0.9627     2
14955     0.9810     4
14956     0.9760     5
14957     0.9984     5
14958     0.9578     4
14959     0.9830     5
14960     0.9819     3
14961     0.9967     5
14962     0.9559     5
14963     0.9504     3
14964     0.9873     3
14965     0.9739     3
14966     0.9756     5
14967     0.9968     5
14968     0.9871     5
14969     0.9680     5
14970     0.9259     4
14971     0.9901     7
14972     0.9838     5
14973     0.9873     3
14974     0.9540     5
14975     0.9132     2
14976     0.9878     4
14977     0.9731     4
14978     0.9639     5
14979     0.9169     2
14980     0.9918     5
14981     0.9615     6
14982     0.9873     3
14983     0.8380     3
14984     0.9934     3
14985     0.9392     3
14986     0.8953     3
14987     0.9568     3
14988     0.9951     3
14989     0.9006     3
14990     0.9728     3
14991     0.9576     3
14992     0.9594     3
14993     0.9464     3
14994     0.8846     3
14995     0.9744     3
14996     0.9318     3
14997     0.8960     3
14998     0.9091     3
14999     0.9333     3
15000     0.9710     3
15001     0.9114     3
15002     0.9462     3
15003     0.9822     3
15004     0.9821     3
15005     0.9221     3
15006     0.8799     3
15007     0.9392     3
15008     0.9407     3
15009     0.9700     3
15010     0.9888     3
15011     0.8070     2
15012     0.9015     3
15013     0.9359     3
15014     0.9286     3
15015     0.9968     5
15016     0.9878     4
15017     0.8231     1
15018     0.9792     4
15019     0.9627     2
15020     0.9873     3
15021     0.8070     2
15022     0.9644     3
15023     0.9503     5
15024     0.9767     5
15025     0.9283     5
15026     0.9917     5
15027     0.9873     3
15028     0.9878     4
15029     0.9846     3
15030     0.9647     5
15031     0.9259     3
15032     0.8288     3
15033     0.9440     4
15034     0.9856     5
15035     0.9951     5
15036     0.9731     4
15037     0.9873     3
15038     0.9399     5
15039     0.9819     3
15040     0.9878     4
15041     0.9022     5
15042     0.9627     2
15043     0.9854     4
15044     0.9983     5
15045     0.9873     3
15046     0.9878     4
15047     0.9920     6
15048     0.9830     5
15049     0.9888     5
15050     0.9873     3
15051     0.9872     5
15052     0.9878     4
15053     0.9169     2
15054     0.9984     5
15055     0.9869     4
15056     0.9967     5
15057     0.9731     4
15058     1.0000     5
15059     0.9684     3
15060     0.9873     3
15061     0.9833     6
15062     0.9739     3
15063     0.9878     4
15064     0.9750     4
15065     0.9883     5
15066     0.9835     4
15067     0.9643     5
15068     1.0000     6
15069     0.9830     5
15070     0.9871     5
15071     0.9873     3
15072     0.9844     5
15073     0.8380     3
15074     0.9627     2
15075     0.9644     3
15076     0.9244     2
15077     0.9878     4
15078     0.9293     3
15079     0.9870     3
15080     0.9888     6
15081     0.9132     2
15082     0.9731     4
15083     0.9835     4
15084     0.9873     3
15085     0.9744     5
15086     0.9824     7
15087     0.9878     4
15088     0.9819     3
15089     0.9817     4
15090     0.8883     3
15091     0.8431     2
15092     0.9742     5
15093     0.9867     5
15094     0.9710     3
15095     0.9672     3
15096     0.9107     3
15097     0.8070     2
15098     0.9846     3
15099     0.8231     1
15100     0.9878     4
15101     0.9627     2
15102     0.9244     2
15103     0.9675     5
15104     0.9731     4
15105     0.9710     4
15106     0.9951     6
15107     0.9644     3
15108     0.9835     4
15109     0.9791     5
15110     0.9873     3
15111     0.9458     5
15112     0.9830     5
15113     0.9833     6
15114     0.9952     5
15115     0.9952     5
15116     0.9169     2
15117     0.9846     3
15118     0.9632     3
15119     0.9739     3
15120     0.9878     4
15121     0.9731     4
15122     0.9984     5
15123     0.9724     4
15124     0.9810     4
15125     0.9132     2
15126     0.9812     4
15127     0.9627     2
15128     0.9517     5
15129     0.9684     3
15130     0.9787     5
15131     0.9982     5
15132     0.9614     6
15133     0.9724     5
15134     0.9726     4
15135     0.9967     5
15136     0.9968     6
15137     0.9565     4
15138     0.9951     5
15139     1.0000     5
15140     0.9824     5
15141     1.0000     6
15142     0.9517     5
15143     0.9810     5
15144     0.9244     2
15145     0.9614     5
15146     0.9878     4
15147     0.9644     3
15148     0.9739     3
15149     0.9984     5
15150     0.9830     5
15151     0.9932     3
15152     0.9870     4
15153     0.9169     2
15154     0.9731     4
15155     0.9872     6
15156     1.0000     7
15157     0.9846     4
15158     0.8380     3
15159     0.9328     3
15160     0.9647     5
15161     0.9458     6
15162     0.9824     5
15163     0.8615     3
15164     0.9647     6
15165     0.9869     4
15166     0.9812     4
15167     0.9627     2
15168     0.9855     5
15169     0.9833     6
15170     0.9984     6
15171     0.9838     6
15172     0.9664     5
15173     1.0000     5
15174     0.9647     4
15175     0.9644     3
15176     0.8750     3
15177     0.9810     4
15178     0.9846     4
15179     0.9731     4
15180     0.9684     3
15181     0.9779     6
15182     0.8231     1
15183     0.9840     5
15184     0.9739     3
15185     0.9744     6
15186     0.9132     2
15187     0.9293     3
15188     1.0000     6
15189     0.9469     5
15190     0.9627     2
15191     0.9679     5
15192     0.9830     5
15193     0.9878     4
15194     0.9712     5
15195     0.9878     4
15196     0.9728     6
15197     0.9967     5
15198     0.9573     5
15199     0.9688     5
15200     1.0000     5
15201     0.9903     5
15202     0.9632     5
15203     0.9823     6
15204     0.9647     4
15205     0.9244     2
15206     0.9407     4
15207     1.0000     5
15208     0.9878     4
15209     0.9031     3
15210     0.9731     4
15211     0.9963     5
15212     0.9904     3
15213     0.9633     4
15214     0.9169     2
15215     0.9724     7
15216     0.9627     2
15217     0.9968     6
15218     0.9291     5
15219     0.8196     3
15220     0.9583     5
15221     0.9644     3
15222     0.9717     5
15223     0.9823     6
15224     0.9950     5
15225     0.9536     5
15226     0.9984     5
15227     0.9744     6
15228     0.9950     4
15229     1.0000     6
15230     1.0000     6
15231     0.8380     3
15232     0.9810     4
15233     0.9846     4
15234     0.8801     3
15235     0.9900     5
15236     0.9823     6
15237     0.9684     3
15238     0.9745     3
15239     0.9533     6
15240     1.0000     6
15241     0.9627     2
15242     0.9739     3
15243     0.9728     5
15244     1.0000     5
15245     1.0000     5
15246     0.9888     5
15247     0.9535     5
15248     0.9098     5
15249     0.8933     3
15250     0.9244     2
15251     0.9887     5
15252     0.9750     6
15253     0.9830     5
15254     0.9904     5
15255     0.9113     5
15256     0.9856     5
15257     1.0000     6
15258     0.9627     2
15259     0.9869     4
15260     0.9838     4
15261     0.8231     1
15262     0.9721     6
15263     0.9812     4
15264     0.9888     4
15265     0.8070     2
15266     0.9813     5
15267     0.9712     4
15268     0.9887     5
15269     0.8431     2
15270     1.0000     6
15271     0.9968     5
15272     0.9647     4
15273     0.9616     5
15274     0.9169     2
15275     0.9080     5
15276     0.9132     2
15277     0.9644     3
15278     0.9846     4
15279     0.9630     5
15280     0.9934     6
15281     0.9936     6
15282     0.9627     2
15283     0.9833     6
15284     0.9878     4
15285     0.9545     5
15286     0.9551     6
15287     0.9679     5
15288     0.9871     6
15289     0.9796     4
15290     0.9615     5
15291     0.9244     2
15292     0.9745     3
15293     0.9533     4
15294     0.9644     3
15295     0.9933     6
15296     0.9810     4
15297     0.9760     5
15298     0.9576     6
15299     1.0000     5
15300     0.9835     5
15301     0.9739     3
15302     0.9614     3
15303     0.9684     3
15304     0.9659     5
15305     0.9647     4
15306     0.9887     5
15307     0.9513     4
15308     0.9812     4
15309     0.9132     2
15310     0.9951     6
15311     0.9616     5
15312     0.8380     3
15313     0.9627     2
15314     0.9903     5
15315     0.9881     5
15316     0.9872     5
15317     0.9861     4
15318     0.9883     5
15319     0.9904     6
15320     0.9776     6
15321     0.9830     5
15322     0.9156     5
15323     0.9169     2
15324     0.9919     6
15325     0.9846     4
15326     0.9984     5
15327     0.9852     5
15328     0.9675     5
15329     0.9420     5
15330     0.9644     3
15331     0.9888     7
15332     0.9627     2
15333     0.9567     5
15334     0.8982     3
15335     0.9646     5
15336     0.9293     3
15337     0.9812     4
15338     0.9911     3
15339     0.8455     3
15340     0.8231     1
15341     0.9712     6
15342     0.9908     5
15343     0.7933     3
15344     0.9966     4
15345     0.9647     4
15346     0.9231     5
15347     0.9838     6
15348     0.9244     2
15349     0.9984     6
15350     0.9739     3
15351     0.9869     4
15352     0.9123     5
15353     0.9606     6
15354     0.9967     4
15355     1.0000     4
15356     0.9578     5
15357     0.9809     5
15358     0.9627     2
15359     0.9919     4
15360     0.9673     4
15361     0.9684     3
15362     0.8878     3
15363     0.9448     4
15364     0.9919     6
15365     0.9812     4
15366     0.9984     5
15367     0.9821     5
15368     0.9644     3
15369     0.9614     6
15370     0.9917     5
15371     0.9833     6
15372     0.9968     5
15373     0.9432     5
15374     0.9806     5
15375     0.9132     2
15376     0.8380     3
15377     0.9745     3
15378     0.9903     4
15379     0.9627     2
15380     0.9519     4
15381     0.9622     5
15382     0.9908     5
15383     0.9647     4
15384     0.9846     4
15385     0.9244     2
15386     0.9878     4
15387     0.9810     4
15388     0.9308     5
15389     0.9694     5
15390     0.9745     3
15391     0.9984     6
15392     0.9830     5
15393     0.8070     2
15394     0.9627     2
15395     0.9169     2
15396     0.9861     4
15397     1.0000     5
15398     0.9812     4
15399     0.9644     3
15400     0.9947     5
15401     0.9856     7
15402     0.9808     4
15403     0.9904     5
15404     0.9739     3
15405     0.9984     5
15406     0.8654     3
15407     0.9688     6
15408     0.9673     4
15409     0.9920     5
15410     0.9833     6
15411     0.9952     5
15412     1.0000     5
15413     0.9704     6
15414     0.9846     4
15415     0.9856     5
15416     0.9908     5
15417     0.9488     4
15418     0.9647     5
15419     0.9904     5
15420     0.9901     5
15421     0.9488     5
15422     0.9920     5
15423     0.9684     3
15424     0.9919     6
15425     0.8231     1
15426     0.9745     3
15427     0.9818     6
15428     0.9600     5
15429     0.9647     4
15430     0.9949     6
15431     0.9838     5
15432     0.9452     6
15433     0.9936     4
15434     0.8380     3
15435     0.9169     2
15436     0.9984     5
15437     0.9812     4
15438     0.9776     5
15439     0.9712     4
15440     0.9627     2
15441     0.9810     4
15442     0.9644     3
15443     0.9244     2
15444     0.9420     7
15445     0.9869     4
15446     0.9936     5
15447     0.9739     3
15448     0.9132     2
15449     0.9878     4
15450     0.9908     5
15451     0.9760     5
15452     0.9710     5
15453     0.9503     5
15454     0.9846     4
15455     1.0000     3
15456     0.9745     3
15457     0.9293     3
15458     0.9806     5
15459     0.9627     2
15460     0.9615     5
15461     0.9903     3
15462     0.9904     5
15463     0.9918     5
15464     0.9673     4
15465     0.9675     5
15466     0.9871     5
15467     0.9952     5
15468     0.9952     5
15469     0.8309     3
15470     0.9663     5
15471     0.9904     5
15472     0.9830     5
15473     0.9919     5
15474     0.8431     2
15475     0.9808     4
15476     0.9644     3
15477     0.9833     3
15478     0.9098     3
15479     0.9455     3
15480     0.8070     2
15481     0.9775     5
15482     0.9731     4
15483     0.9328     5
15484     0.9967     6
15485     0.9812     4
15486     0.9869     4
15487     0.8450     3
15488     0.9861     4
15489     0.9244     2
15490     0.9647     4
15491     0.9627     2
15492     0.9520     4
15493     0.9647     6
15494     0.9833     6
15495     0.9840     5
15496     0.9984     5
15497     1.0000     5
15498     0.9302     5
15499     0.9908     5
15500     0.9169     2
15501     0.9818     6
15502     0.9952     6
15503     0.9887     5
15504     0.9739     3
15505     0.9776     4
15506     0.9627     2
15507     0.8231     1
15508     0.9968     5
15509     0.9684     3
15510     0.9132     2
15511     0.9846     4
15512     0.9673     4
15513     0.9952     7
15514     0.9920     6
15515     0.9726     4
15516     0.9840     5
15517     0.9650     5
15518     0.9745     3
15519     0.9936     4
15520     0.9812     4
15521     0.9920     4
15522     0.9688     6
15523     0.9818     6
15524     0.8380     3
15525     1.0000     5
15526     0.9646     5
15527     0.9968     5
15528     0.9810     4
15529     0.9806     5
15530     0.9983     5
15531     0.9644     3
15532     0.9818     6
15533     0.9830     5
15534     0.9731     4
15535     0.9878     4
15536     0.9244     2
15537     0.9655     4
15538     0.9888     4
15539     0.9627     2
15540     0.9967     5
15541     0.9236     4
15542     0.9824     5
15543     0.9908     5
15544     0.9767     5
15545     0.9647     4
15546     0.9675     5
15547     0.9823     5
15548     0.9152     5
15549     0.9648     3
15550     0.8703     3
15551     0.9900     5
15552     0.9984     5
15553     0.9952     5
15554     0.9833     6
15555     0.9684     3
15556     0.9919     5
15557     0.9533     4
15558     0.9644     3
15559     0.9812     4
15560     1.0000     6
15561     0.9739     3
15562     0.9952     5
15563     0.9888     5
15564     1.0000     4
15565     0.9694     4
15566     0.9132     2
15567     0.9627     2
15568     0.9867     7
15569     0.9448     4
15570     0.9846     4
15571     0.9920     5
15572     0.9673     4
15573     0.9861     4
15574     0.9951     5
15575     0.9869     4
15576     0.9870     5
15577     0.9731     4
15578     0.9245     4
15579     0.9535     6
15580     0.9568     4
15581     0.9328     4
15582     0.9812     4
15583     0.9675     3
15584     0.9551     3
15585     0.9062     3
15586     0.9787     3
15587     0.9183     3
15588     0.9565     3
15589     0.9120     3
15590     0.9903     5
15591     0.9807     5
15592     0.9295     3
15593     0.9244     2
15594     0.9647     4
15595     0.9018     4
15596     0.9644     3
15597     0.9903     3
15598     0.9839     3
15599     0.9888     3
15600     0.9133     3
15601     0.9708     3
15602     0.9291     3
15603     0.9776     3
15604     0.9808     3
15605     0.9472     3
15606     0.9983     3
15607     0.9488     3
15608     0.9933     3
15609     0.9168     3
15610     0.9383     3
15611     0.9789     3
15612     0.9881     3
15613     0.9087     3
15614     0.9237     3
15615     0.9792     3
15616     0.9083     3
15617     0.9662     3
15618     0.9898     3
15619     0.9215     3
15620     0.9817     3
15621     0.9360     3
15622     0.9659     3
15623     0.9721     3
15624     0.9791     3
15625     0.9726     3
15626     0.9920     3
15627     0.9404     3
15628     0.9819     3
15629     0.9407     3
15630     0.9696     3
15631     0.9808     3
15632     0.9885     3
15633     0.9984     3
15634     0.9425     3
15635     0.9647     3
15636     0.9024     3
15637     0.9168     3
15638     0.9450     3
15639     0.8633     3
15640     0.9888     3
15641     0.9627     3
15642     0.9615     3
15643     0.9823     3
15644     0.8947     3
15645     0.9524     3
15646     0.8070     2
15647     0.9120     3
15648     0.9757     3
15649     0.9760     3
15650     0.9871     3
15651     0.9694     3
15652     0.9737     3
15653     0.8953     3
15654     0.9903     3
15655     0.9886     3
15656     0.8070     2
15657     0.9830     3
15658     0.9870     3
15659     0.9888     3
15660     0.9888     3
15661     0.9792     3
15662     0.9760     3
15663     0.9324     3
15664     0.9599     3
15665     0.9360     3
15666     0.9501     3
15667     0.8070     2
15668     0.9589     3
15669     0.9647     3
15670     0.9694     3
15671     0.9156     3
15672     0.9886     3
15673     0.9773     3
15674     0.8782     3
15675     0.9071     3
15676     0.8070     2
15677     0.9871     5
15678     0.9806     5
15679     0.8231     1
15680     0.9583     5
15681     0.9810     4
15682     0.9114     3
15683     0.8380     3
15684     0.9627     2
15685     0.9739     3
15686     0.9904     5
15687     0.8846     3
15688     0.9684     3
15689     0.9908     5
15690     0.9936     6
15691     0.9846     4
15692     0.8506     4
15693     1.0000     5
15694     1.0000     5
15695     0.9731     4
15696     0.9854     5
15697     1.0000     6
15698     0.9673     4
15699     0.9934     5
15700     0.9818     6
15701     0.9833     6
15702     0.9856     3
15703     0.9903     3
15704     0.9805     3
15705     0.8926     3
15706     0.8974     3
15707     0.9293     3
15708     0.9830     5
15709     0.9721     5
15710     0.9627     2
15711     0.9984     5
15712     0.9854     5
15713     0.9647     4
15714     0.9818     6
15715     0.9812     4
15716     0.9705     6
15717     0.9807     5
15718     0.9472     3
15719     0.9617     5
15720     0.9867     4
15721     0.9610     4
15722     0.9244     2
15723     1.0000     6
15724     0.9692     3
15725     0.9236     3
15726     0.9644     3
15727     0.9312     4
15728     0.9728     5
15729     0.9540     3
15730     0.9826     5
15731     0.9708     5
15732     0.9432     4
15733     0.8945     3
15734     0.9627     2
15735     0.9920     5
15736     0.9567     5
15737     0.9952     5
15738     0.9833     4
15739     0.9481     3
15740     0.9846     4
15741     0.9731     4
15742     0.9123     4
15743     0.9806     5
15744     0.9952     7
15745     0.9908     5
15746     0.9420     4
15747     0.9721     5
15748     0.9739     3
15749     0.9673     4
15750     0.9464     3
15751     0.9684     3
15752     0.9935     5
15753     0.9812     4
15754     0.8431     2
15755     0.9818     6
15756     0.9833     6
15757     0.9758     4
15758     0.9740     5
15759     0.9627     2
15760     0.8070     2
15761     0.8599     4
15762     0.9871     3
15763     0.8380     3
15764     0.9968     5
15765     0.8448     3
15766     0.9810     4
15767     0.9647     4
15768     0.9818     6
15769     0.9545     5
15770     0.9432     5
15771     0.8231     1
15772     0.9968     6
15773     0.9731     4
15774     0.9244     2
15775     0.9627     2
15776     0.8744     4
15777     0.9861     4
15778     0.9775     5
15779     0.9984     5
15780     0.9812     4
15781     0.9869     4
15782     0.9672     3
15783     0.9934     5
15784     0.9806     5
15785     0.9854     6
15786     0.9791     4
15787     0.9908     5
15788     1.0000     5
15789     0.9726     6
15790     0.9800     5
15791     0.9388     3
15792     0.9644     3
15793     0.9846     4
15794     0.9616     5
15795     0.9647     4
15796     0.9673     4
15797     0.9984     6
15798     0.9627     2
15799     0.9920     5
15800     0.9504     4
15801     0.9900     7
15802     0.9712     5
15803     0.8567     3
15804     0.9630     4
15805     0.9739     3
15806     0.9932     5
15807     0.9684     3
15808     0.9731     4
15809     0.9399     4
15810     0.9812     4
15811     0.8750     4
15812     1.0000     4
15813     0.8830     4
15814     0.9819     3
15815     0.9594     3
15816     0.9360     3
15817     0.9244     2
15818     0.9436     6
15819     0.9474     3
15820     0.9817     5
15821     0.9858     5
15822     0.9343     3
15823     0.9886     5
15824     0.9740     6
15825     0.9810     4
15826     0.9726     5
15827     0.9742     3
15828     0.9578     4
15829     0.9936     5
15830     0.9627     2
15831     0.9694     6
15832     0.9787     3
15833     0.9545     3
15834     0.8397     3
15835     0.9439     4
15836     0.8776     3
15837     0.9237     4
15838     0.9328     5
15839     1.0000     5
15840     0.9840     5
15841     0.9739     3
15842     0.9731     4
15843     0.9846     4
15844     0.9647     4
15845     0.9375     4
15846     0.9869     4
15847     0.8814     4
15848     0.9968     5
15849     0.9948     6
15850     0.9627     2
15851     0.9819     3
15852     0.9664     4
15853     0.8231     1
15854     0.9920     5
15855     0.9861     4
15856     0.9597     5
15857     0.8815     4
15858     0.9237     3
15859     0.9818     6
15860     0.9951     4
15861     0.9114     4
15862     0.9908     5
15863     0.9244     2
15864     0.9806     5
15865     0.9694     4
15866     0.9627     2
15867     0.9662     3
15868     0.8070     2
15869     0.8864     3
15870     0.9920     5
15871     0.9684     3
15872     0.9858     5
15873     0.9858     5
15874     0.9449     5
15875     0.9878     4
15876     0.9163     4
15877     0.9833     6
15878     0.9726     4
15879     0.9935     5
15880     0.9742     5
15881     0.9819     3
15882     0.9739     3
