
Search Tree T:

Address   Features                             T_F    N_final
 0004762    0001000001000000000100000000000      0011     2
 0004763    1000101010000000000000000000000      0001     0
 0004764    0001000010000000000100000000000      0012     1
 0004765    0110000000000000000010011000000      0002     0
 0004766    0001000000000000000001000011000      0007     2
 0004767    1000000000000000000000011001000      0009     2
 0004768    1001000000100000000001110000000      0009     2
 0004769    0000000000000000010001000010000      0009     2
 0004770    1000001010000000000000000001000      0001     0
 0004771    0000001000000000000001001000000      0009     2
 0004772    0001100000000100000000000000100      0001     0
 0004773    0000000000000000001000001100000      0007     1
 0004774    1000000011000000000000000000000      0008     2
 0004775    0000000000100101000000000000000      0007     1
 0004776    0001000000000000000001111000000      0008     2
 0004777    0100000010000000000000010000010      0007     2
 0004778    1100000000000000000000010010000      0007     2
 0004779    1000000000000010001010010000000      0002     0
 0004780    0000001000000010000001000000000      0008     2
 0004781    1000000000000000100001010000000      0008     2
 0004782    0000000000000000000101110000000      0016     2
 0004783    1001000000000000000100000000010      0004     0
 0004784    1000100000000000000000000100100      0001     0
 0004785    1000000110000000000010010000000      0004     2
 0004786    0000000000000000000110011000000      0006     1
 0004787    1000000100000100000000000000000      0011     1
 0004788    0001000000000010001001000000000      0003     0
 0004789    0000000000000010000000111000000      0012     2
 0004790    0001000000001000000001010000000      0008     2
 0004791    1001000010000000000000000100000      0002     0
 0004792    0000000000100000000100000010000      0009     2
 0004793    0000000001000000000001110000000      0015     2
 0004794    0000000001000001000001110000000      0007     2
 0004795    0000100001000000000000001000000      0006     1
 0004796    1000000001001100000000000000000      0001     0
 0004797    1000000001011000000000000000000      0001     0
 0004798    0000000000010000001000001100000      0001     1
 0004799    1001000000000100000000010000000      0006     2
 0004800    1000000000000000000100011000000      0006     1
 0004801    1000000000001000000000000000100      0011     1
 0004802    0000000001100000000000100100000      0009     2
 0004803    1000000100000000000001000100000      0001     0
 0004804    0000000000000000000001001100000      0007     0
 0004805    0001100000000000000000011000000      0009     2
 0004806    1001000000000000000100010000000      0008     1
 0004807    0000000000000000000110000101000      0001     0
 0004808    1000000000000000000100000100000      0010     2
 0004809    1001000000000000100000000010000      0005     0
 0004810    0000010000000000000000001100000      0007     1
 0004811    1001000000000001010000000000000      0003     0
 0004812    0001000000100000000001000010000      0002     0
 0004813    1000000010000001000000000000010      0001     1
 0004814    0000000000001000000011000010000      0005     0
 0004815    0000000000101000100000000000010      0001     0
 0004816    1010000000000000000000000000100      0011     2
 0004817    0001000000000000001000011000000      0006     2
 0004818    1000000000000000010000011000000      0006     2
 0004819    0000000000001000000001000001000      0009     2
 0004820    0001000000000001000000010000010      0006     1
 0004821    1000000000001000000000000010000      0010     2
 0004822    0000000100100000000010010000000      0008     2
 0004823    0000000001100000100000001000000      0001     0
 0004824    0000001000100000000010100000010      0003     2
 0004825    0100000100000000000010001000000      0001     0
 0004826    0101000000000000000011010000000      0006     2
 0004827    0000000000000100000011010000000      0008     2
 0004828    0001001000000010000000000000010      0002     0
 0004829    1000001000000000000000010001000      0010     2
 0004830    0000000000001000000000110001000      0012     2
 0004831    0001000000000000000000011010100      0003     1
 0004832    0111000000000000000000000010000      0004     0
 0004833    0001000000000010000000101000010      0003     1
 0004834    1000000000010000100000000001000      0001     0
 0004835    0001100000000010000010000000000      0002     2
 0004836    1000000000000100000000000000010      0009     1
 0004837    0000000000000000100011010000000      0007     2
 0004838    0010000000000100000000000000010      0010     2
 0004839    1100000000000000000000010000010      0008     2
 0004840    0000000000100001100000000000010      0001     0
 0004841    0000000000000000100001000000010      0008     1
 0004842    0010001000000000000010010000000      0009     2
 0004843    0000001000000000010001001000000      0001     1
 0004844    1000000000000011000000000001000      0001     1
 0004845    0000100000000000000001110000000      0014     2
 0004846    0000000000000000110000110000010      0004     2
 0004847    0000000000000000000001000010010      0010     1
 0004848    1010100000000000000000010000000      0007     2
 0004849    1010000000001000000000001000000      0001     0
 0004850    1000100000000000000100000000000      0010     2
 0004851    0000001000000000000101110000000      0006     1
 0004852    0001000000000000000100010000010      0006     1
 0004853    1000000000000000000101010000000      0008     2
 0004854    0000000000000000000101101000000      0010     2
 0004855    1000000000000000001100000000000      0009     1
 0004856    0000010000000010000001000000000      0008     1
 0004857    0100000000000000000000110000110      0004     1
 0004858    1000000000000000010000000100000      0010     2
 0004859    0010000000000010000100001000000      0001     0
 0004860    0000000000000000000001110001000      0014     2
 0004861    0110000000000010000000001000000      0001     0
 0004862    0011000000000100000001000000000      0007     2
 0004863    0000000000100000001010100000000      0011     2
 0004864    0000000000000000001001111000000      0006     2
 0004865    1010000000000000001000000000000      0013     2
 0004866    1000000000000000001000000000100      0009     2
 0004867    0001100100010000000000000000000      0003     0
 0004868    1000000000000000000000000001100      0012     2
 0004869    1000001000000000000001010000000      0008     2
 0004870    1000000000100000000001010000000      0009     2
 0004871    1000000000010000000001010000000      0009     2
 0004872    0000010000100100000000000000000      0008     1
 0004873    0000100000000000000001000000010      0008     1
 0004874    1010000000010000000010000000000      0005     0
 0004875    1000100000000100000001000000000      0002     0
 0004876    0001000000000000000000100011000      0012     2
